NLC,TLC,Station Name,Region,Local Authority,OS Grid Easting,OS Grid Northing,Station Facility Owner,1617_Entry_Exits
6872,BRE,Brentwood,East,Brentwood,559315,193035,TfL Rail,2883890
1560,BWO,Bricket Wood,East,St. Albans,513482,202017,London Midland Trains,27640
9889,BEA,Bridge Of Allan,Scotland,Stirling,278530,697720,ScotRail,271416
8823,BRO,Bridge Of Orchy,Scotland,Argyll and Bute,230100,739400,ScotRail,5680
3809,BGN,Bridgend,Wales - Cymru,Pen-y-bont ar Ogwr - Bridgend,290769,179848,Arriva Trains Wales,1524162
9789,BDG,Bridgeton,Scotland,Glasgow City,260732,663992,ScotRail,610466
3449,BWT,Bridgwater,South West,Sedgemoor,330790,136975,Great Western Railway,344290
8049,BDT,Bridlington,Yorkshire And The Humber,East Riding of Yorkshire,517930,466857,Northern,463330
2554,BRF,Brierfield,North West,Pendle,384530,436438,Northern,33350
6464,BGG,Brigg,Yorkshire And The Humber,North Lincolnshire,500400,406900,Northern,1710
8514,BGH,Brighouse,Yorkshire And The Humber,Calderdale,414660,422440,Northern,427758
5268,BTN,Brighton,South East,The City of Brighton and Hove,531000,104920,Govia Thameslink Railway,15993072
6810,BMD,Brimsdown,London,Enfield (London),536315,197035,Greater Anglia,1044968
2603,BNT,Brinnington,North West,Stockport,391120,392823,Northern,79512
3230,BPW,Bristol Parkway,South West,South Gloucestershire,362474,179570,Great Western Railway,2499246
3231,BRI,Bristol Temple Meads,South West,City of Bristol,359700,172400,Network Rail,11336806
4012,BHD,Brithdir,Wales - Cymru,Caerffili - Caerphilly,315200,202000,Arriva Trains Wales,15254
7932,RBS,British Steel Redcar,North East,Redcar and Cleveland,457410,524220,Northern,50
4187,BNF,Briton Ferry,Wales - Cymru,Castell-nedd Port Talbot - Neath Port Talbot,274200,194800,Arriva Trains Wales,36900
5081,BRX,Brixton,London,Lambeth (London),531100,175500,Southeastern,1344198
2240,BGE,Broad Green,North West,Liverpool,340699,390337,Northern,646528
2892,BDB,Broadbottom,North West,Tameside,399000,393800,Northern,158652
5006,BSR,Broadstairs,South East,Thanet,639131,167997,Southeastern,710318
5886,BCU,Brockenhurst,South East,New Forest,430140,102008,South West Trains,958902
8429,BHS,Brockholes,Yorkshire And The Humber,Kirklees,415340,411180,Northern,60082
5404,BCY,Brockley,London,Lewisham (London),536420,175790,London Overground,4450652
2190,BOM,Bromborough,North West,Wirral,334359,381001,Merseyrail,610300
2191,BMR,Bromborough Rake,North West,Wirral,334200,381900,Merseyrail,271634
2697,BMC,Bromley Cross,North West,Bolton,372914,413133,Northern,360602
5096,BMN,Bromley North,London,Bromley (London),540380,169630,Southeastern,497248
5064,BMS,Bromley South,London,Bromley (London),540430,168702,Southeastern,8532022
4715,BMV,Bromsgrove,West Midlands,Bromsgrove,396870,269355,London Midland Trains,644350
1437,BSY,Brondesbury,London,Brent (London),524755,184450,London Overground,2657888
1438,BSP,Brondesbury Park,London,Brent (London),524225,183940,London Overground,1045944
6074,BPK,Brookman's Park,East,Welwyn Hatfield,524119,204007,Govia Thameslink Railway,243808
5687,BKO,Brookwood,South East,Woking,495200,156954,South West Trains,967406
4175,BME,Broome,West Midlands,Shropshire,339900,280900,Arriva Trains Wales,782
8050,BMF,Broomfleet,Yorkshire And The Humber,East Riding of Yorkshire,487700,427910,Northern,1426
8618,BRA,Brora,Scotland,Highland,290657,904141,ScotRail,5616
8051,BUH,Brough,Yorkshire And The Humber,East Riding of Yorkshire,493870,426555,TransPennine Express,443708
9023,BYF,Broughty Ferry,Scotland,Dundee City,346300,730900,ScotRail,40718
6812,BXB,Broxbourne,East,Broxbourne,537403,207228,Greater Anglia,1837884
6958,BCV,Bruce Grove,London,Haringey (London),533795,190110,London Overground,1100662
7289,BDA,Brundall,East,Broadland,632904,307967,Greater Anglia,108202
7006,BGA,Brundall Gardens,East,Broadland,631470,308340,Greater Anglia,14360
8807,BSU,Brunstane,Scotland,City of Edinburgh,331330,672710,ScotRail,162074
3623,BRW,Brunswick,North West,Liverpool,335173,387821,Merseyrail,1037186
5702,BRU,Bruton,South West,South Somerset,368800,134800,Great Western Railway,40660
2222,BYN,Bryn,North West,Wigan,357165,400547,Northern,154298
7290,BUC,Buckenham,East,Broadland,635120,305650,Greater Anglia,122
2422,BCK,Buckley,Wales - Cymru,Sir y Fflint - Flintshire,329500,363400,Arriva Trains Wales,47776
4182,BUK,Bucknell,West Midlands,Shropshire,335577,273680,Arriva Trains Wales,5516
7501,BSV,Buckshaw Parkway,North West,Chorley,356441,419855,Northern,353688
3502,BGL,Bugle,South West,Cornwall,201670,59335,Great Western Railway,4462
4317,BHR,Builth Road,Wales - Cymru,Powys - Powys,302500,253300,Arriva Trains Wales,7672
1865,BLW,Bulwell,East Midlands,City of Nottingham,454040,345010,East Midlands Trains,59632
7085,BUE,Bures,East,Braintree,590310,233920,Greater Anglia,62838
5483,BUG,Burgess Hill,South East,Mid Sussex,531625,118805,Govia Thameslink Railway,1807568
8500,BUY,Burley Park,Yorkshire And The Humber,Leeds,427900,435165,Northern,739308
8565,BUW,Burley-In-Wharfedale,Yorkshire And The Humber,Bradford,416300,445805,Northern,510760
2945,BNA,Burnage,North West,Manchester,385764,391618,Northern,223780
1975,BUD,Burneside,North West,South Lakeland,350270,495765,TransPennine Express,14260
3176,BNM,Burnham,South East,Slough,494008,181378,Great Western Railway,1317976
6873,BUU,Burnham-On-Crouch,East,Maldon,594842,196511,Greater Anglia,249402
2743,BUB,Burnley Barracks,North West,Burnley,383095,432760,Northern,20080
2550,BNC,Burnley Central,North West,Burnley,383960,433050,Northern,125778
2549,BYM,Burnley Manchester Road,North West,Burnley,383700,432100,Northern,433396
9767,BUI,Burnside,Scotland,South Lanarkshire,262100,660380,ScotRail,276012
9107,BTS,Burntisland,Scotland,Fife,323300,685600,ScotRail,229442
2279,BCB,Burscough Bridge,North West,West Lancashire,344457,412406,Northern,241534
2280,BCJ,Burscough Junction,North West,West Lancashire,344465,411545,Northern,46854
5927,BUO,Bursledon,South East,Eastleigh,448985,109585,South West Trains,60092
6200,BUJ,Burton Joyce,East Midlands,Gedling,464490,343330,East Midlands Trains,11542
1658,BUT,Burton-On-Trent,West Midlands,East Staffordshire,424200,323200,East Midlands Trains,820808
7008,BSE,Bury St.Edmunds,East,St. Edmundsbury,585300,265200,Greater Anglia,633362
9791,BUS,Busby,Scotland,East Renfrewshire,258220,656430,ScotRail,166222
6913,BHK,Bush Hill Park,London,Enfield (London),533700,195400,London Overground,1037808
1395,BSH,Bushey,East,Watford,511818,195340,London Overground,1472746
1179,BUL,Butlers Lane,West Midlands,Birmingham,411070,299420,London Midland Trains,229830
5324,BXD,Buxted,South East,Wealden,549688,123341,Govia Thameslink Railway,114176
2946,BUX,Buxton,East Midlands,High Peak,405910,373750,Northern,331220
5689,BFN,Byfleet & New Haw,South East,Runnymede,505854,162285,South West Trains,477106
4124,BYE,Bynea,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,254960,199115,Arriva Trains Wales,1930
3811,CAD,Cadoxton,Wales - Cymru,Bro Morgannwg - the Vale of Glamorgan,313240,168880,Arriva Trains Wales,287136
2536,CGW,Caergwrle,Wales - Cymru,Sir y Fflint - Flintshire,330950,357240,Arriva Trains Wales,18086
3812,CPH,Caerphilly,Wales - Cymru,Caerffili - Caerphilly,315650,186560,Arriva Trains Wales,757094
4412,CWS,Caersws,Wales - Cymru,Powys - Powys,302890,291880,Arriva Trains Wales,64636
992,CAC,Caldercruix,Scotland,North Lanarkshire,282030,667700,ScotRail,88688
3680,CDT,Caldicot,Wales - Cymru,Sir Fynwy - Monmouthshire,347400,187600,Arriva Trains Wales,104438
1439,CIR,Caledonian Road & Barnsbury,London,Islington (London),530695,184363,London Overground,1837942
3562,CSK,Calstock,South West,Cornwall,243428,68775,Great Western Railway,35346
3238,CDU,Cam & Dursley,South West,Stroud,375290,202160,Great Western Railway,201188
5682,CAM,Camberley,South East,Surrey Heath,487573,160441,South West Trains,446350
3504,CBN,Camborne,South West,Cornwall,164830,39696,Great Western Railway,262070
7022,CBG,Cambridge,East,Cambridge,546195,257245,Greater Anglia,11424902
6962,CBH,Cambridge Heath,London,Tower Hamlets (London),534850,183240,London Overground,765702
9768,CBL,Cambuslang,Scotland,South Lanarkshire,263950,660620,ScotRail,806638
1440,CMD,Camden Road,London,Camden (London),529175,184185,London Overground,5257708
9878,CMO,Camelon,Scotland,Falkirk,286760,680730,ScotRail,132166
1659,ZCW,Canada Water,London,Southwark (London),535475,179475,London Underground,25015768
1129,CNL,Canley,West Midlands,Coventry,430880,278010,London Midland Trains,378844
1016,CAO,Cannock,West Midlands,Cannock Chase,398600,309830,London Midland Trains,233172
5142,CST,Cannon Street,London,City and County of the City of London,532620,180890,Network Rail,22660250
1441,CNN,Canonbury,London,Islington (London),532380,185040,London Overground,3005382
5164,CBE,Canterbury East,South East,Canterbury,614645,157285,Southeastern,1060553
5007,CBW,Canterbury West,South East,Canterbury,614552,158395,Southeastern,2467975
7292,CNY,Cantley,East,Broadland,638140,303680,Greater Anglia,23216
2186,CPU,Capenhurst,North West,Cheshire West and Chester,337240,374100,Merseyrail,220814
3542,CBB,Carbis Bay,South West,Cornwall,152930,38745,Great Western Railway,195124
9112,CDD,Cardenden,Scotland,Fife,321700,695000,ScotRail,60100
3815,CDB,Cardiff Bay,Wales - Cymru,Caerdydd - Cardiff,319074,174883,Arriva Trains Wales,1242214
3899,CDF,Cardiff Central,Wales - Cymru,Caerdydd - Cardiff,318194,175889,Arriva Trains Wales,12534884
3900,CDQ,Cardiff Queen Street,Wales - Cymru,Caerdydd - Cardiff,318838,176539,Arriva Trains Wales,2850984
9624,CDO,Cardonald,Scotland,Glasgow City,253570,664630,ScotRail,220122
9969,CDR,Cardross,Scotland,Argyll and Bute,234480,677330,ScotRail,145004
9877,CRF,Carfin,Scotland,North Lanarkshire,277490,658850,ScotRail,131190
1964,CAK,Cark & Cartmel,North West,South Lakeland,336520,476235,Northern,75790
2118,CAR,Carlisle,North West,Carlisle,340240,555500,Virgin Trains (West Coast),1856268
6201,CTO,Carlton,East Midlands,Gedling,461980,341255,East Midlands Trains,46578
9702,CLU,Carluke,Scotland,South Lanarkshire,283990,650200,ScotRail,428140
4068,CMN,Carmarthen,Wales - Cymru,Sir Gaerfyrddin - Carmarthenshire,241280,219710,Arriva Trains Wales,426890
9769,CML,Carmyle,Scotland,Glasgow City,264930,662230,ScotRail,155484
2640,CNF,Carnforth,North West,Lancaster,349700,470700,TransPennine Express,198270
9028,CAN,Carnoustie,Scotland,Angus,356600,734500,ScotRail,119278
9897,CAY,Carntyne,Scotland,Glasgow City,263725,664555,ScotRail,351572
1442,CPK,Carpenders Park,East,Three Rivers,511818,193404,London Overground,1189056
8621,CAG,Carrbridge,Scotland,Highland,289878,822465,ScotRail,5808
5405,CSH,Carshalton,London,Sutton (London),527739,164861,Govia Thameslink Railway,1296178
5406,CSB,Carshalton Beeches,London,Sutton (London),527531,163627,Govia Thameslink Railway,861202
9704,CRS,Carstairs,Scotland,South Lanarkshire,295213,645437,ScotRail,95862
9680,CDY,Cartsdyke,Scotland,Inverclyde,229500,675500,ScotRail,125646
3098,CBP,Castle Bar Park,London,Ealing (London),515850,181765,Great Western Railway,151942
5703,CLC,Castle Cary,South West,South Somerset,363490,133520,Great Western Railway,244242
8359,CFD,Castleford,Yorkshire And The Humber,Wakefield,442680,425490,Northern,599134
2919,CAS,Castleton,North West,Rochdale,388300,410600,Northern,170024
7914,CSM,Castleton Moor,Yorkshire And The Humber,Scarborough,468370,508485,Northern,5444
5351,CAT,Caterham,South East,Tandridge,534120,155420,Govia Thameslink Railway,1007526
5077,CTF,Catford,London,Lewisham (London),537260,173560,Govia Thameslink Railway,1153164
5047,CFB,Catford Bridge,London,Lewisham (London),537365,173600,Southeastern,2549568
3820,CYS,Cathays,Wales - Cymru,Caerdydd - Cardiff,318260,177320,Arriva Trains Wales,954372
9795,CCT,Cathcart,Scotland,Glasgow City,258460,660580,ScotRail,632276
8232,CTL,Cattal,Yorkshire And The Humber,Harrogate,444640,455925,Northern,60646
3568,CAU,Causeland,South West,Cornwall,224830,59110,Great Western Railway,1736
2425,CYB,Cefn-Y-Bedd,Wales - Cymru,Sir y Fflint - Flintshire,331060,356230,Arriva Trains Wales,6818
6874,CTH,Chadwell Heath,London,Redbridge (London),547650,187610,TfL Rail,3883758
7447,CFH,Chafford Hundred,East,Thurrock,558920,178770,c2c,2723610
539,CFO,Chalfont & Latimer,South East,Chiltern,499647,197573,London Underground,831716
7469,CHW,Chalkwell,East,Southend-on-Sea,585303,185582,c2c,1562918
5836,CFR,Chandlers Ford,South East,Eastleigh,443255,120655,South West Trains,230174
2762,CEF,Chapel-En-Le-Frith,East Midlands,High Peak,405510,379480,Northern,56224
5820,CPN,Chapelton,South West,North Devon,258075,126080,Great Western Railway,566
6664,CLN,Chapeltown,Yorkshire And The Humber,Sheffield,435533,396309,Northern,343278
7051,CWC,Chappel & Wakes Colne,East,Colchester,589770,228860,Greater Anglia,37408
5097,CHG,Charing,South East,Ashford,595005,149132,Southeastern,74688
5143,CHX,Charing Cross,London,City of Westminster (London),530235,180455,Network Rail,29559646
9911,CHC,Charing Cross (Glasgow),Scotland,Glasgow City,258050,665830,ScotRail,2153640
3004,CBY,Charlbury,South East,West Oxfordshire,435230,219440,Great Western Railway,294758
5144,CTN,Charlton,London,Greenwich (London),541130,178385,Southeastern,1495928
5008,CRT,Chartham,South East,Canterbury,610683,155227,Southeastern,61764
2947,CSR,Chassen Road,North West,Trafford,375640,394440,Northern,50430
9707,CTE,Chatelherault,Scotland,South Lanarkshire,274320,654250,ScotRail,105464
5199,CTM,Chatham,South East,Medway,575547,167608,Southeastern,2742800
7792,CHT,Chathill,North East,Northumberland,418630,627040,Northern,2768
2870,CHU,Cheadle Hulme,North West,Stockport,387570,386580,Northern,861360
5352,CHE,Cheam,London,Sutton (London),524447,163336,Govia Thameslink Railway,978986
1372,CED,Cheddington,South East,Aylesbury Vale,492232,218549,London Midland Trains,84048
2764,CEL,Chelford,North West,Cheshire East,381385,374850,Northern,37996
6836,CHM,Chelmsford,East,Chelmsford,570552,207068,Greater Anglia,8536968
5098,CLD,Chelsfield,London,Bromley (London),546950,164020,Southeastern,920538
4731,CNM,Cheltenham Spa,South West,Cheltenham,393242,222099,Great Western Railway,2352712
3774,CPW,Chepstow,Wales - Cymru,Sir Fynwy - Monmouthshire,353600,193700,Arriva Trains Wales,251824
2573,CYT,Cherry Tree,North West,Blackburn with Darwen,365900,426400,Northern,40136
5553,CHY,Chertsey,South East,Runnymede,503825,166390,South West Trains,706642
6814,CHN,Cheshunt,East,Broxbourne,536647,202307,Greater Anglia,2260412
5582,CSN,Chessington North,London,Kingston upon Thames (London),518400,164145,South West Trains,552584
5554,CSS,Chessington South,London,Kingston upon Thames (London),517900,163300,South West Trains,405786
2412,CTR,Chester,North West,Cheshire West and Chester,341335,366985,Arriva Trains Wales,4649800
1130,CRD,Chester Road,West Midlands,Birmingham,411460,293100,London Midland Trains,909432
6615,CHD,Chesterfield,East Midlands,Chesterfield,438800,371400,East Midlands Trains,1783870
7736,CLS,Chester-Le-Street,North East,County Durham,427190,551170,Northern,230972
5200,CSW,Chestfield & Swalecliffe,South East,Canterbury,613615,166817,Southeastern,122242
5840,CNO,Chetnole,South West,West Dorset,359778,107585,Great Western Railway,2598
5255,CCH,Chichester,South East,Chichester,485890,104320,Govia Thameslink Railway,2608084
5009,CIL,Chilham,South East,Ashford,607800,153700,Southeastern,40318
5296,CHL,Chilworth,South East,Guildford,503130,147257,Great Western Railway,27252
6914,CHI,Chingford,London,Waltham Forest (London),539200,194610,London Overground,2063184
2823,CLY,Chinley,East Midlands,High Peak,403830,382600,Northern,120132
3267,CPM,Chippenham,South West,Wiltshire,392080,173730,Great Western Railway,1938692
5353,CHP,Chipstead,South East,Reigate and Banstead,527685,158275,Govia Thameslink Railway,153290
4449,CRK,Chirk,Wales - Cymru,Wrecsam - Wrexham,328470,337830,Arriva Trains Wales,71814
5099,CIT,Chislehurst,London,Bromley (London),543200,169400,Southeastern,1193732
5583,CHK,Chiswick,London,Hounslow (London),520380,177220,South West Trains,1071486
3031,CHO,Cholsey,South East,South Oxfordshire,458452,186039,Great Western Railway,281438
2745,CRL,Chorley,North West,Chorley,358666,417520,Northern,695340
546,CLW,Chorleywood,East,Three Rivers,502597,196090,London Underground,552374
5879,CHR,Christchurch,South West,Christchurch,415300,93200,South West Trains,495788
5319,CHH,Christ's Hospital,South East,Horsham,514800,129200,Govia Thameslink Railway,152726
2556,CTW,Church & Oswaldtwistle,North West,Hyndburn,374300,428310,Northern,39486
8233,CHF,Church Fenton,Yorkshire And The Humber,Selby,450940,436980,Northern,71180
4365,CTT,Church Stretton,West Midlands,Shropshire,345585,293588,Arriva Trains Wales,132352
3785,CIM,Cilmeri,Wales - Cymru,Powys - Powys,300440,251250,Arriva Trains Wales,1698
5121,CTK,City Thameslink,London,City and County of the City of London,531690,181150,Govia Thameslink Railway,6339202
6850,CLT,Clacton,East,Tendring,617600,215300,Greater Anglia,824270
5555,CLA,Clandon,South East,Guildford,504560,152714,South West Trains,222750
2653,CPY,Clapham (North Yorkshire),Yorkshire And The Humber,Craven,373265,467800,Northern,7442
5301,CLP,Clapham High Street,London,Lambeth (London),529820,175710,London Overground,2112006
5595,CLJ,Clapham Junction,London,Wandsworth (London),527200,175500,South West Trains,30680766
6926,CPT,Clapton,London,Hackney (London),534780,186540,London Overground,1805730
4069,CLR,Clarbeston Road,Wales - Cymru,Sir Benfro - Pembrokeshire,201500,220940,Arriva Trains Wales,9208
